product_id,product_name,category,sales_channel,revenue,order_lines,avg_discount_pct,realized_price_mean,realized_price_std,realized_price_cv
P0008,Core Product 08,Core Platform,Reseller,8885143.12,100,0.192923,10399.9189,685.2199674201728,0.06588704912114005
P0018,Core Product 18,Core Platform,Reseller,5332832.15,88,0.20121477272727273,6100.044318181818,401.09666776412314,0.0657530743782652
P0011,Core Product 11,Core Platform,Online,10084124.99,124,0.13230967741935484,10871.660322580645,685.7672743876261,0.0630784308964542
P0007,Core Product 07,Core Platform,Reseller,3412791.2199999997,75,0.19293733333333332,4603.260933333333,287.3400576921403,0.06242097979096536
P0010,Core Product 10,Core Platform,Partner,14538578.3,164,0.1775231707317073,8632.217012195122,530.5037816396431,0.06145626099183749
P0003,Analytics Product 03,Analytics,Reseller,5041065.22,141,0.20248794326241135,5454.060709219859,333.1973889403039,0.06109161718296384
P0024,Analytics Product 24,Analytics,Partner,5065276.78,237,0.1794308016877637,3113.0690717299576,188.6825118744986,0.06060980579838089
P0026,Collaboration Product 26,Collaboration,Direct,27375724.46,859,0.14710430733410942,3142.686845168801,190.2736414299641,0.060544893845363094
P0005,Core Product 05,Core Platform,Partner,18477670.66,179,0.18114078212290502,9585.514636871509,578.7561169907599,0.06037819970192571
P0009,Professional Product 09,Professional Services,Reseller,4384560.11,164,0.18982256097560976,5427.8575,327.42043687198566,0.06032222416892589
P0019,Collaboration Product 19,Collaboration,Direct,20475785.71,906,0.15007306843267107,2252.3387637969095,135.7892248592005,0.060288100103686015
P0008,Core Product 08,Core Platform,Online,11341981.67,140,0.12705071428571427,11225.418571428572,674.9331101859508,0.06012542925604753
P0024,Analytics Product 24,Analytics,Direct,15388742.7,591,0.1644475465313029,3182.828494077834,189.58585742398083,0.05956521307281744
P0017,Security Product 17,Security,Online,19767072.48,678,0.1344240412979351,5690.079026548673,338.4971739644461,0.05948901102868551
P0007,Core Product 07,Core Platform,Direct,22046700.43,404,0.166609900990099,4755.123737623762,282.5896705733951,0.05942845784169041
P0015,Core Product 15,Core Platform,Partner,16725783.82,152,0.18453750000000002,11207.410065789474,665.3963370500308,0.05937110653969444
P0010,Core Product 10,Core Platform,Online,7839472.69,121,0.12386611570247934,9216.148181818182,546.5679920879011,0.05930546919440622
P0011,Core Product 11,Core Platform,Partner,14686602.06,157,0.18141719745222928,10208.00050955414,604.7736832578589,0.05924506789471878
P0021,Core Product 21,Core Platform,Partner,21401620.96,159,0.18166477987421384,13395.059496855345,793.4946350083818,0.05923785819649882
P0005,Core Product 05,Core Platform,Reseller,8669942.120000001,93,0.19179784946236558,9504.224516129032,560.8991690822938,0.0590157743149298
P0022,Analytics Product 22,Analytics,Partner,5453152.24,259,0.17495945945945948,3163.3742471042474,186.3638800043192,0.05891300410468875
P0023,Core Product 23,Core Platform,Partner,9962172.96,169,0.18451183431952664,6070.011834319526,357.5493992787449,0.05890423429772895
P0004,Collaboration Product 04,Collaboration,Direct,13485805.89,941,0.14581944739638683,1455.5127523910733,85.70293303262744,0.058881609173012876
P0023,Core Product 23,Core Platform,Reseller,5413785.92,94,0.19451063829787232,6011.005531914894,353.5126971411874,0.058810908634877056
P0022,Analytics Product 22,Analytics,Reseller,2796764.65,137,0.19255912408759124,3129.169927007299,182.51871568214392,0.05832815728761098
P0014,Core Product 14,Core Platform,Partner,12333366.65,180,0.1814988888888889,7207.183222222222,417.8532678477118,0.057977333857605645
P0017,Security Product 17,Security,Partner,31005175.62,812,0.1847591133004926,5355.8514408866995,310.4253284241924,0.05796003340466054
P0004,Collaboration Product 04,Collaboration,Partner,5863040.5,482,0.15597302904564317,1440.7582157676347,83.48320400329611,0.05794393749739357
P0024,Analytics Product 24,Analytics,Reseller,2560094.45,134,0.1986910447761194,3049.384253731343,176.57570264471966,0.0579053631659096
P0018,Core Product 18,Core Platform,Online,6241145.05,134,0.13054328358208955,6630.080597014926,383.77319048492626,0.05788363879885762
P0002,Analytics Product 02,Analytics,Partner,4854979.89,255,0.18159058823529411,2782.9100784313723,160.97046764647385,0.05784249692221719
P0003,Analytics Product 03,Analytics,Partner,10229368.02,266,0.18398195488721805,5575.180413533834,322.428943222187,0.05783291648096013
P0015,Core Product 15,Core Platform,Online,9875457.85,117,0.1324931623931624,11951.133504273505,689.348168379971,0.05768056796733739
P0025,Core Product 25,Core Platform,Partner,17483674.49,152,0.1821309210526316,12151.99177631579,700.8370647055096,0.05767260854072003
P0028,Analytics Product 28,Analytics,Partner,8310802.6,268,0.18421044776119402,4087.08302238806,235.59266173761367,0.05764322878862348
P0003,Analytics Product 03,Analytics,Direct,24351572.54,534,0.16957677902621723,5676.6641198501875,326.8385025805717,0.05757580432452947
P0002,Analytics Product 02,Analytics,Direct,12364962.36,554,0.16775180505415163,2834.6267328519857,162.8750491793742,0.05745908175200963
P0027,Analytics Product 27,Analytics,Direct,13358479.19,597,0.17235192629815743,2800.018810720268,160.6160594725694,0.057362493015271215
P0007,Core Product 07,Core Platform,Online,5516124.43,147,0.1258204081632653,4977.269659863946,285.32192315121046,0.05732498792500822
P0001,Core Product 01,Core Platform,Online,10823817.98,122,0.12981639344262294,12204.576229508197,698.798235790805,0.057257066746918446
P0016,Core Product 16,Core Platform,Partner,15498624.21,180,0.181625,8967.51188888889,512.9967893120361,0.057206145435687666
P0002,Analytics Product 02,Analytics,Reseller,2288950.39,131,0.19455648854961832,2751.1836641221375,156.7161931803238,0.0569631883265524
P0028,Analytics Product 28,Analytics,Reseller,3718756.27,137,0.20193941605839416,4003.597445255474,227.88789234295376,0.05692078073758786
P0012,Security Product 12,Security,Partner,25580437.63,824,0.18537876213592236,4312.828337378641,245.44331473631928,0.05691005890707465
P0022,Analytics Product 22,Analytics,Direct,14642726.28,575,0.16614921739130434,3200.3785739130435,182.06504143655252,0.05688859528075923
P0011,Core Product 11,Core Platform,Direct,51001068.88,418,0.17318444976076552,10309.345502392345,585.7575988421352,0.05681811698969703
P0021,Core Product 21,Core Platform,Online,12588005.88,131,0.1254961832061069,14368.029160305345,814.3167728196689,0.05667560691409143
P0008,Core Product 08,Core Platform,Direct,44995070.14,390,0.17007615384615385,10667.769666666667,604.432614363303,0.05665969862959823
P0012,Security Product 12,Security,Direct,78891815.75,2172,0.1756669429097606,4375.611298342542,247.885094256317,0.05665153446107394
P0013,Analytics Product 13,Analytics,Online,10432596.27,258,0.12340542635658915,8103.22507751938,458.8308504500345,0.05662323902651551
P0001,Core Product 01,Core Platform,Reseller,7615380.49,70,0.1964257142857143,11304.102571428572,638.5829518793712,0.05649125597050111
P0010,Core Product 10,Core Platform,Direct,40094805.32,397,0.16702166246851383,8736.210377833753,493.2526683879415,0.056460713175985736
P0011,Core Product 11,Core Platform,Reseller,8934786.4,85,0.19927058823529412,10052.75317647059,567.5790903838682,0.05646006426501551
P0021,Core Product 21,Core Platform,Direct,65298625.48,429,0.17125617715617716,13568.24083916084,765.5455280745236,0.056421870539399316
P0015,Core Product 15,Core Platform,Direct,55703825.07,410,0.17284439024390247,11392.120560975609,642.2145205683034,0.056373571288233004
P0025,Core Product 25,Core Platform,Reseller,12309400.27,103,0.20364077669902914,11755.427475728156,662.482310653544,0.056355441945551914
P0013,Analytics Product 13,Analytics,Direct,35038903.23,573,0.16319284467713788,7718.266212914486,433.57682893174376,0.05617541776497254
P0013,Analytics Product 13,Analytics,Partner,13997259.36,273,0.1767054945054945,7606.9745421245425,427.13309114101065,0.05615019332268163
P0026,Collaboration Product 26,Collaboration,Partner,12417217.57,465,0.15894709677419355,3102.721655913979,173.69118138524547,0.05598026527909114
P0005,Core Product 05,Core Platform,Direct,45084541.36,387,0.16813488372093024,9777.326253229974,547.3104221490032,0.05597751450384478
P0020,Professional Product 20,Professional Services,Partner,10494388.14,308,0.17214123376623378,6550.999675324675,366.67494322734166,0.05597236473823651
P0022,Analytics Product 22,Analytics,Online,3655773.62,231,0.1254,3366.4832900432903,187.56738566387492,0.05571611961319521
P0018,Core Product 18,Core Platform,Direct,30910873.8,429,0.1728946386946387,6321.08668997669,352.03933839663074,0.055692850875602995
P0017,Security Product 17,Security,Direct,93855835.09,2091,0.17473194643711143,5422.364548063128,301.4229348671844,0.055588836234711086
P0027,Analytics Product 27,Analytics,Partner,4491644.85,249,0.17899638554216865,2785.4568674698794,154.75579381197147,0.055558495850104896
P0006,Professional Product 06,Professional Services,Reseller,9655464.65,173,0.1834092485549133,10956.058786127167,607.4157013186293,0.05544107723187412
P0020,Professional Product 20,Professional Services,Direct,32471514.74,821,0.16075809987819734,6651.850560292326,368.0182600287161,0.05532569571324569
P0025,Core Product 25,Core Platform,Direct,60876830.83,417,0.17553093525179855,12240.233117505995,675.948173266399,0.055223472198389516
P0008,Core Product 08,Core Platform,Partner,17030998.82,157,0.184756050955414,10464.529044585988,576.4659063092116,0.05508761109583394
P0014,Core Product 14,Core Platform,Direct,32183253.28,392,0.17377806122448977,7300.680918367347,401.5464979692631,0.05500123926235925
P0004,Collaboration Product 04,Collaboration,Reseller,2762306.69,258,0.17516666666666666,1407.1386821705428,77.37563969680683,0.054987927399915676
P0006,Professional Product 06,Professional Services,Direct,47871120.22,720,0.15958666666666665,11241.428847222222,618.0626923784272,0.05498079477068893
P0028,Analytics Product 28,Analytics,Direct,20167649.27,597,0.17032948073701842,4169.320167504188,229.0681830969854,0.05494137506693537
P0001,Core Product 01,Core Platform,Direct,49567971.76,382,0.16691989528795811,11666.72552356021,640.5729752520143,0.05490597802771806
P0023,Core Product 23,Core Platform,Direct,29672431.71,430,0.1659011627906977,6218.590023255814,340.52510947024194,0.054759215223510765
P0012,Security Product 12,Security,Reseller,13390547.51,439,0.20363143507972664,4228.1801594533035,230.78761155593136,0.054583201957452025
P0025,Core Product 25,Core Platform,Online,11266837.51,130,0.12640615384615383,12928.721076923077,703.9818882891391,0.05445100749723039
P0016,Core Product 16,Core Platform,Direct,45581789.42,433,0.17130484988452654,9094.578429561201,494.78855022441405,0.054404781272339504
P0017,Security Product 17,Security,Reseller,15068181.61,428,0.1988357476635514,5269.18296728972,286.3624880732165,0.05434665864725346
P0005,Core Product 05,Core Platform,Online,7979341.4,118,0.11834745762711864,10312.219576271185,558.9875160775847,0.054206324054991664
P0013,Analytics Product 13,Analytics,Reseller,7043172.55,154,0.19160844155844156,7460.085129870131,403.4646779434629,0.054083119819637586
P0014,Core Product 14,Core Platform,Reseller,5306439.35,77,0.1907727272727273,7140.706363636364,386.02600195660773,0.054059918206750934
P0009,Professional Product 09,Professional Services,Partner,8757873.2,303,0.17475709570957096,5548.896798679868,298.8793408951014,0.05386284008133066
P0016,Core Product 16,Core Platform,Reseller,7316461.76,98,0.18658775510204081,8889.098265306122,477.4047969108125,0.05370677459761119
P0027,Analytics Product 27,Analytics,Online,3315210.31,251,0.12917171314741036,2958.260358565737,158.64733824514974,0.05362859215071497
P0021,Core Product 21,Core Platform,Reseller,10993573.99,87,0.19370919540229883,13244.489195402299,709.670920678255,0.053582354910645454
P0001,Core Product 01,Core Platform,Partner,22036734.49,185,0.18315189189189188,11433.836864864865,611.6393222964393,0.05349379473621414
P0019,Collaboration Product 19,Collaboration,Reseller,4584425.93,250,0.1829296,2167.52548,115.84935992204225,0.05344774997618126
P0003,Analytics Product 03,Analytics,Online,6427741.61,244,0.12701106557377048,5977.459467213115,319.1090160513001,0.053385391871185545
P0026,Collaboration Product 26,Collaboration,Reseller,6212080.94,264,0.17459583333333334,3044.6954166666665,162.4635150565832,0.05335952955006853
P0012,Security Product 12,Security,Online,15255355.15,649,0.1348260400616333,4584.568459167951,244.38287738198585,0.05330553563733645
P0009,Professional Product 09,Professional Services,Direct,24812512.34,749,0.16441228304405875,5612.997463284379,298.35108790436226,0.05315361174772128
P0006,Professional Product 06,Professional Services,Partner,19917111.77,335,0.16818955223880597,11096.808298507462,589.7897241581488,0.053149492024429805
P0019,Collaboration Product 19,Collaboration,Partner,9518651.82,498,0.16077489959839358,2230.6161847389562,118.23517119089938,0.05300560983992688
P0010,Core Product 10,Core Platform,Reseller,7113768.24,90,0.19233666666666668,8494.941222222222,447.0406301993713,0.05262433470757181
P0006,Professional Product 06,Professional Services,Online,9291968.6,224,0.11891383928571429,11818.968303571428,618.1371311602968,0.05230043056918171
P0018,Core Product 18,Core Platform,Partner,11019154.39,169,0.18903846153846154,6184.046153846154,322.1810969466733,0.052098753620442084
P0014,Core Product 14,Core Platform,Online,6351316.66,121,0.13135123966942147,7657.985041322314,398.87549913083546,0.05208622071974708
P0016,Core Product 16,Core Platform,Online,8869010.540000001,128,0.12807890625,9596.298359375,499.7215453666023,0.05207440688610987
P0023,Core Product 23,Core Platform,Online,5581710.97,132,0.12703484848484847,6517.457878787879,338.65621369817234,0.05196139660532119
P0009,Professional Product 09,Professional Services,Online,4713166.68,243,0.11864814814814814,5922.431769547325,306.8476806367372,0.051811095944494234
P0007,Core Product 07,Core Platform,Partner,7096816.2299999995,156,0.17484551282051283,4692.844807692308,238.31782196557268,0.05078323101052318
P0019,Collaboration Product 19,Collaboration,Online,8627762.47,617,0.11495316045380877,2347.0564667747167,117.15404185051258,0.04991530604779338
P0027,Analytics Product 27,Analytics,Reseller,2534390.94,134,0.19484701492537315,2729.6948507462685,136.03190991045938,0.049834108700197666
P0020,Professional Product 20,Professional Services,Online,5930123.56,245,0.11635020408163266,7012.007346938775,348.4022169094804,0.04968651623868905
P0028,Analytics Product 28,Analytics,Online,4956204.9,245,0.13105020408163265,4359.478285714285,216.1760727941191,0.04958760168676913
P0004,Collaboration Product 04,Collaboration,Online,6465739.9,668,0.11187380239520958,1511.1828293413173,74.3444671695848,0.049196209569155505
P0015,Core Product 15,Core Platform,Reseller,9996753.98,95,0.20232947368421053,10934.054315789474,536.5529158466243,0.049071725853035826
P0024,Analytics Product 24,Analytics,Online,3464740.85,227,0.12434977973568281,3329.0257268722467,163.13739476465187,0.04900454611924132
P0002,Analytics Product 02,Analytics,Online,3601353.08,258,0.12706356589147288,2971.066434108527,143.93274186040108,0.04844480763136766
P0026,Collaboration Product 26,Collaboration,Online,12461596.88,628,0.11079410828025478,3281.832404458599,158.26691360904258,0.04822516634122629
