customer_id,segment,region,company_size,total_orders,total_order_items,total_revenue,avg_discount_pct,weighted_discount_pct,share_order_items_discounted,product_diversity,avg_margin_proxy_pct,realized_price_cv,share_orders_discounted,share_orders_high_discount,repeat_discount_behavior,revenue_high_discount_share
C00377,Enterprise,LATAM,Enterprise,77,179,18003367.07,0.1946061452513966,0.1972927307879273,1.0,28,0.4390801356903846,0.4778671041574618,1.0,0.5974025974025974,0.3684210526315789,0.41168015689411813
C01148,Enterprise,LATAM,Enterprise,73,171,16569822.66,0.23825555555555553,0.23857425602105956,1.0,28,0.4244262696179117,0.4790428698872327,1.0,0.958904109589041,0.9166666666666666,0.9076703890323957
C01114,Enterprise,North America,Enterprise,74,163,16024767.960000003,0.2019325153374234,0.20348106805642166,1.0,28,0.42494681901158776,0.4693985431000318,1.0,0.6756756756756757,0.4931506849315068,0.5692362150122515
C00073,Enterprise,North America,Enterprise,66,160,15793949.930000003,0.18058687500000006,0.17796809920229764,1.0,28,0.4635007740136114,0.5121333203081542,1.0,0.36363636363636365,0.18461538461538463,0.18842771144583464
C01018,Enterprise,APAC,Enterprise,73,174,15685060.809999993,0.19950287356321827,0.19951536624012717,1.0,28,0.43250011169962843,0.47646817475642755,1.0,0.6986301369863014,0.5,0.5145725259065799
C00543,Enterprise,North America,Enterprise,51,139,13496707.26,0.19032733812949662,0.19157222387040734,1.0,26,0.4495113995920417,0.4812499356163315,1.0,0.6274509803921569,0.36,0.3373800077516092
C01021,Enterprise,North America,Enterprise,70,141,13408171.109999996,0.18617375886524817,0.18492356890823083,1.0,27,0.45512827254742416,0.4776990782100781,1.0,0.4857142857142857,0.21739130434782608,0.2783431930710199
C01048,Enterprise,Europe,Enterprise,64,134,12690579.21,0.1953007462686566,0.19646518758264891,1.0,27,0.4396928746314707,0.49147403983627175,1.0,0.546875,0.31746031746031744,0.4174922454150143
C01007,Enterprise,LATAM,Large,87,200,12084368.269999996,0.18763200000000008,0.18715501299808462,1.0,28,0.43607834657979305,0.4502146520052127,1.0,0.5172413793103449,0.26744186046511625,0.36649775818194286
C00346,Enterprise,North America,Enterprise,53,113,11793851.659999993,0.1999026548672566,0.20173330376625143,1.0,27,0.44121009515023824,0.47917524162103087,1.0,0.7358490566037735,0.5192307692307693,0.4699263980737574
C01120,Enterprise,APAC,Enterprise,46,126,11713199.940000001,0.2006531746031745,0.19931388621906995,1.0,28,0.4392216816039436,0.4977915463092622,1.0,0.8043478260869565,0.6666666666666666,0.4635794110759452
C00295,Enterprise,Europe,Enterprise,51,123,11279542.060000006,0.2137382113821139,0.21653810793234565,1.0,26,0.4088129969551765,0.4469514388061819,1.0,0.9019607843137255,0.82,0.701723182368274
C00168,Enterprise,North America,Large,89,187,10987526.149999999,0.1736780748663102,0.17163292269442182,1.0,28,0.44854250823951086,0.48434813294762785,1.0,0.25842696629213485,0.045454545454545456,0.17661128660886058
C01142,Enterprise,North America,Large,79,190,10971896.920000006,0.19428210526315795,0.1947734448742231,1.0,28,0.4441463304504253,0.499377829573275,1.0,0.5949367088607594,0.358974358974359,0.3512913535465478
C01087,Enterprise,APAC,Enterprise,44,107,10961322.580000004,0.1897663551401869,0.19016456928294698,1.0,27,0.429429011591832,0.4469364830196143,1.0,0.5681818181818182,0.32558139534883723,0.3234016218506361
C01166,Enterprise,Europe,Enterprise,46,113,10591313.650000008,0.2026115044247788,0.2041104653732813,1.0,28,0.4355285696077103,0.46705758216575644,1.0,0.6521739130434783,0.4,0.5159327521189967
C00403,Enterprise,Europe,Large,75,174,10476771.159999998,0.20364999999999983,0.20462070913208352,1.0,28,0.43023836288502443,0.47551325821603946,1.0,0.72,0.5405405405405406,0.5519250952122543
C00370,Enterprise,Europe,Enterprise,44,100,10127589.520000001,0.220155,0.2216333360133322,1.0,25,0.4405817877584122,0.4694446420356956,1.0,0.8636363636363636,0.7441860465116279,0.8067819429158697
C00911,Enterprise,Europe,Enterprise,35,94,9848684.26,0.1930914893617022,0.19234287440734454,1.0,24,0.4695256573042091,0.5323575712614456,1.0,0.6285714285714286,0.38235294117647056,0.34174031181704273
C01163,Enterprise,Europe,Enterprise,42,103,9683211.65,0.21635145631067962,0.2152810662975356,1.0,26,0.41554769164900285,0.4881099561879432,1.0,0.8571428571428571,0.7073170731707317,0.7225387374446164
C00236,Enterprise,APAC,Large,68,163,9610744.930000003,0.19462638036809815,0.19545448745910254,1.0,27,0.4348047867337273,0.48204021698846605,1.0,0.5735294117647058,0.373134328358209,0.3346134044158842
C00110,Enterprise,APAC,Enterprise,37,94,9459994.109999998,0.1826202127659574,0.1837237427818515,1.0,25,0.4491144295097238,0.4880709808415086,1.0,0.4864864864864865,0.19444444444444445,0.30940405944925065
C01083,Enterprise,North America,Enterprise,44,104,9374791.97,0.21087980769230766,0.20990754093859715,1.0,25,0.40798566036046385,0.48637980159612726,1.0,0.7727272727272727,0.6046511627906976,0.6760609622359439
C00441,Enterprise,LATAM,Enterprise,41,93,9296262.009999998,0.21181612903225808,0.21285917326040912,1.0,26,0.4143512527089034,0.4674695280096722,1.0,0.7560975609756098,0.55,0.6341650916958179
C00241,Enterprise,North America,Enterprise,37,97,9179329.03,0.19193195876288657,0.18810292966231634,1.0,27,0.43743514542861633,0.4722161811203722,1.0,0.5405405405405406,0.2222222222222222,0.3478650476046832
C00056,Enterprise,APAC,Large,61,148,9000694.349999998,0.1909912162162162,0.1907109204775498,1.0,28,0.40832208007472126,0.4753606178333193,1.0,0.5245901639344263,0.3,0.3017271339738362
C00708,Enterprise,North America,Enterprise,38,94,8963419.450000005,0.19066170212765968,0.18960652714467371,1.0,25,0.4358219804537023,0.4737988503313533,1.0,0.6052631578947368,0.3783783783783784,0.42145580055388315
C00995,Enterprise,Europe,Enterprise,39,89,8901066.849999996,0.22460674157303356,0.22757167425886185,1.0,27,0.4240499384989965,0.49836999378491503,1.0,0.8717948717948718,0.7631578947368421,0.8675603801357815
C00162,Enterprise,North America,Enterprise,38,94,8885702.49,0.21152872340425538,0.21245953403952536,1.0,28,0.441284586764242,0.4794119387134178,1.0,0.8421052631578947,0.6756756756756757,0.6935887249135211
C01181,Enterprise,APAC,Enterprise,31,88,8859216.670000004,0.200715909090909,0.1987497756574766,1.0,25,0.4435014512022903,0.456684957323607,1.0,0.6129032258064516,0.3333333333333333,0.4542689122423278
C00347,Enterprise,North America,Large,65,161,8796685.680000002,0.19475590062111794,0.19734753593501284,1.0,28,0.45072322339568405,0.5007282372594384,1.0,0.676923076923077,0.453125,0.4531534619979736
C01144,Enterprise,North America,Large,54,143,8688759.31,0.18582307692307692,0.18785762874706852,1.0,28,0.4640960052471255,0.4707160848357773,1.0,0.5370370370370371,0.32075471698113206,0.3459974356223709
C00957,Enterprise,North America,Large,55,140,8558959.859999998,0.19063428571428576,0.19290441484713206,1.0,28,0.45171824608228167,0.46438877201204043,1.0,0.6181818181818182,0.35185185185185186,0.3804479356443671
C00014,Enterprise,North America,Large,50,141,8529792.46,0.1794248226950355,0.17754491093804955,1.0,28,0.4595926665024697,0.49307744016448135,1.0,0.46,0.24489795918367346,0.1866860204943368
C01193,Enterprise,North America,Enterprise,37,91,8441049.670000002,0.19455604395604398,0.19363997096725483,1.0,27,0.4681544048237826,0.5255771365837987,1.0,0.7297297297297297,0.4722222222222222,0.4876368746684557
C00541,Public Sector,North America,Enterprise,32,85,8392837.189999998,0.17240235294117645,0.17374078196696838,1.0,26,0.4563319046495323,0.5190302902097647,1.0,0.3125,0.06451612903225806,0.1343656709251619
C00080,Enterprise,Europe,Enterprise,33,89,8355885.3599999985,0.200985393258427,0.20199682235781025,1.0,26,0.4102706851041438,0.5047136832175178,1.0,0.7272727272727273,0.46875,0.547156081375439
C00983,Mid-Market,LATAM,Large,64,134,8287126.139999999,0.14229850746268652,0.1435320514451184,1.0,28,0.5036903111006134,0.554198272754983,1.0,0.078125,0.0,0.01991547458212094
C00293,Enterprise,Europe,Enterprise,40,90,8248456.050000002,0.22214555555555562,0.22162220568325652,1.0,28,0.41912337559807317,0.4952960956602533,1.0,0.875,0.7948717948717948,0.7192068775101249
C00152,Enterprise,LATAM,Large,61,143,8163128.209999997,0.18959650349650364,0.1899974229229048,1.0,27,0.43939663627963504,0.44401025607015787,1.0,0.4918032786885246,0.21666666666666667,0.31275704170276664
C00420,Enterprise,North America,Enterprise,40,88,8108104.470000001,0.1881545454545455,0.18865808380875768,1.0,25,0.45399193288662504,0.5043656701794218,1.0,0.4,0.1282051282051282,0.29981736286138394
C00327,Enterprise,North America,Enterprise,38,87,8085321.269999999,0.183932183908046,0.18155943962453022,1.0,26,0.4521225636880484,0.46599538982046923,1.0,0.34210526315789475,0.05405405405405406,0.15891951440044635
C00459,Enterprise,North America,Enterprise,37,90,8084054.050000001,0.21808666666666668,0.2197711433229924,1.0,25,0.432813050204089,0.5159794810080013,1.0,0.8648648648648649,0.7222222222222222,0.7004107487381285
C00151,Enterprise,LATAM,Large,58,134,7808636.319999999,0.19668507462686577,0.1953276582659764,1.0,28,0.43080451346336396,0.5062668810549784,1.0,0.6724137931034483,0.43859649122807015,0.4211851449114485
C00301,Enterprise,Europe,Enterprise,35,85,7677365.5200000005,0.2211094117647059,0.22265340768185848,1.0,25,0.41764410350832426,0.46066976069286325,1.0,0.9428571428571428,0.8823529411764706,0.8170302330479635
C00408,Enterprise,North America,Enterprise,33,77,7613528.569999998,0.1811324675324675,0.18031014397180586,1.0,26,0.4458244664395885,0.47058829241147193,1.0,0.3939393939393939,0.125,0.1999909563615127
C01150,Enterprise,North America,Enterprise,31,78,7538769.48,0.19560000000000002,0.19470360820770333,1.0,27,0.43573283370281973,0.4348127362204246,1.0,0.7419354838709677,0.5666666666666667,0.44866606665362574
C00143,Enterprise,Europe,Large,64,140,7473108.900000001,0.18899142857142856,0.18993232809353697,1.0,27,0.44537749536671467,0.5033714707585688,1.0,0.484375,0.2857142857142857,0.3046996505028851
C01082,Enterprise,North America,Enterprise,34,79,7448133.589999997,0.20750379746835446,0.20627450814254553,1.0,25,0.43528629082590176,0.4511688957123584,1.0,0.8235294117647058,0.6666666666666666,0.5644975938193397
C00242,Enterprise,North America,Enterprise,32,73,7417690.359999999,0.1861383561643836,0.18647367573452683,1.0,22,0.4333829956438395,0.4753394774588521,1.0,0.53125,0.22580645161290322,0.3217403213363574
C00045,Enterprise,North America,Large,47,111,7022957.199999999,0.19895855855855857,0.20266419498205498,1.0,24,0.43646731879635686,0.44918399001934933,1.0,0.7659574468085106,0.5434782608695652,0.5593248681623748
C00434,Enterprise,Europe,Enterprise,31,70,6927998.2,0.20276999999999998,0.20065789071751688,1.0,21,0.411874947593441,0.5324033827451308,1.0,0.7741935483870968,0.5666666666666667,0.5044720565891602
C00613,Public Sector,LATAM,Enterprise,33,78,6924264.3100000005,0.16567179487179498,0.16597908163571598,1.0,23,0.4262791287547689,0.5387690147876145,1.0,0.21212121212121213,0.03125,0.118699141627654
C00182,Enterprise,North America,Enterprise,28,68,6901094.590000001,0.18805000000000002,0.18556013379177116,1.0,21,0.4238020642898302,0.47176639862535097,1.0,0.4642857142857143,0.18518518518518517,0.23124248467952094
C00520,Enterprise,LATAM,Enterprise,32,81,6807700.3,0.20839259259259263,0.2096361734423299,1.0,25,0.42578692105987265,0.483867724908518,1.0,0.78125,0.6129032258064516,0.6153582186924416
C00992,Enterprise,Europe,Enterprise,24,68,6706711.8,0.20776617647058826,0.20881007071673477,1.0,24,0.4228041581247382,0.4391388060747007,1.0,0.875,0.7391304347826086,0.6159853163811213
C01023,Public Sector,North America,Enterprise,31,72,6611485.409999997,0.19027916666666664,0.18901164199101,1.0,23,0.3859529326385301,0.46543160701956454,1.0,0.41935483870967744,0.23333333333333334,0.2843034421821406
C01106,Enterprise,North America,Large,53,118,6502541.979999998,0.20953898305084756,0.20733925851912782,1.0,26,0.4165702441832292,0.47501900081959264,1.0,0.8490566037735849,0.6923076923076923,0.5726580807095383
C00414,Enterprise,North America,Large,47,109,6428107.880000003,0.18173577981651384,0.1810089180245011,1.0,27,0.44157163076846556,0.4815381686467133,1.0,0.425531914893617,0.15217391304347827,0.2177698812982584
C00765,Enterprise,LATAM,Enterprise,30,71,6317180.93,0.19198732394366194,0.19283129211354422,1.0,25,0.4208199217081065,0.41861450734231914,1.0,0.5666666666666667,0.27586206896551724,0.4102555916504357
C00787,Enterprise,North America,Enterprise,24,56,6181760.010000002,0.2087910714285714,0.20991845694404146,1.0,26,0.43782306807064714,0.5427258507804253,1.0,0.9166666666666666,0.8260869565217391,0.5932094038053733
C00577,Enterprise,LATAM,Enterprise,21,55,6147782.180000001,0.22708727272727275,0.230237858266915,1.0,22,0.4408079785575793,0.41997502005553583,1.0,0.9523809523809523,0.9,0.8059520368368026
C00382,Enterprise,North America,Large,46,108,6129162.100000002,0.20498425925925925,0.20342751778464846,1.0,26,0.4318939028334189,0.5044867807234877,1.0,0.8043478260869565,0.6222222222222222,0.534161581401151
C00657,Enterprise,North America,Enterprise,34,75,6124261.36,0.21981599999999996,0.2200477649775646,1.0,22,0.3839384432373861,0.4588069423994565,1.0,0.9117647058823529,0.8181818181818182,0.7653338818315878
C00947,Mid-Market,North America,Large,47,101,6063244.710000003,0.15473762376237624,0.15598460269698236,1.0,25,0.5104369926619405,0.6001657084957526,1.0,0.10638297872340426,0.021739130434782608,0.03308227848187904
C00993,Enterprise,LATAM,Enterprise,30,68,6026091.67,0.22787941176470589,0.2262809816234051,1.0,23,0.3941906288745274,0.474538900886949,1.0,0.9333333333333333,0.896551724137931,0.8692315644776778
C00132,Enterprise,Europe,Enterprise,31,71,5916508.02,0.23215211267605634,0.2301969575418625,1.0,22,0.4085063272604785,0.48070355201672416,1.0,1.0,1.0,0.8586448176571556
C01074,Enterprise,APAC,Large,46,96,5839697.780000003,0.18568125000000002,0.18711610256801742,1.0,27,0.4433737087275016,0.4792702377154168,1.0,0.43478260869565216,0.17777777777777778,0.31760174239701805
